Gender,Competition,Round,Country,Apparatus,Score,FullName
m,2022 Cairo World Cup,qual,CYP,PB,14.2,Ilias Georgiou
m,2022 Cairo World Cup,final,CYP,PB,14.366,Ilias Georgiou
m,2022 Cairo World Cup,qual,CYP,PH,11.866,Ilias Georgiou
m,2022 Paris World Challenge Cup,final,CYP,HB,14.4,Ilias Georgiou
m,2022 Paris World Challenge Cup,qual,CYP,HB,14.2,Ilias Georgiou
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,CYP,FX,12.433,Ilias Georgiou
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,CYP,HB,13.066,Ilias Georgiou
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,CYP,PB,14.133,Ilias Georgiou
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,CYP,PH,12.066,Ilias Georgiou
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,CYP,SR,13.4,Ilias Georgiou
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,CYP,VT,14.366,Ilias Georgiou
m,2023 Cottbus World Cup,qual,CYP,HB,11.4,Ilias Georgiou
m,2023 Cottbus World Cup,final,CYP,PB,12.833,Ilias Georgiou
m,2023 Cottbus World Cup,qual,CYP,PB,14.366,Ilias Georgiou
m,2023 Cottbus World Cup,qual,CYP,PH,12.966,Ilias Georgiou
m,2023 Senior European Championships,qual,CYP,FX,13.133,Ilias Georgiou
m,2023 Senior European Championships,qual,CYP,HB,12.833,Ilias Georgiou
m,2023 Senior European Championships,qual,CYP,PB,12.733,Ilias Georgiou
m,2023 Senior European Championships,qual,CYP,PH,11.633,Ilias Georgiou
m,2023 Senior European Championships,qual,CYP,SR,13.466,Ilias Georgiou
m,2023 Senior European Championships,qual,CYP,VT,14.1,Ilias Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,final,CYP,HB,14.466,Ilias Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,final,CYP,PB,13.6,Ilias Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,PB,14.3,Ilias Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,PH,12.85,Ilias Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,SR,13.35,Ilias Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,HB,14.15,Ilias Georgiou
m,2022 51st FIG Artistic Gymnastics World Championships,qual,CYP,HB,14.1,Marios Georgiou
m,2022 51st FIG Artistic Gymnastics World Championships,qual,CYP,PB,14.833,Marios Georgiou
m,2022 Baku World Cup,final,CYP,HB,13.0,Marios Georgiou
m,2022 Baku World Cup,qual,CYP,HB,13.8,Marios Georgiou
m,2022 Baku World Cup,qual,CYP,PB,14.066,Marios Georgiou
m,2022 Baku World Cup,qual,CYP,PH,14.1,Marios Georgiou
m,2022 Baku World Cup,final,CYP,PH,14.3,Marios Georgiou
m,2022 Cairo World Cup,qual,CYP,HB,12.866,Marios Georgiou
m,2022 Cairo World Cup,final,CYP,PB,14.233,Marios Georgiou
m,2022 Cairo World Cup,qual,CYP,PB,14.5,Marios Georgiou
m,2022 Cairo World Cup,qual,CYP,PH,11.933,Marios Georgiou
m,2022 Paris World Challenge Cup,qual,CYP,HB,14.45,Marios Georgiou
m,2022 Paris World Challenge Cup,final,CYP,HB,13.05,Marios Georgiou
m,2022 Senior European Championships,qual,CYP,FX,13.533,Marios Georgiou
m,2022 Senior European Championships,final,CYP,HB,14.4,Marios Georgiou
m,2022 Senior European Championships,qual,CYP,HB,14.233,Marios Georgiou
m,2022 Senior European Championships,qual,CYP,PH,12.033,Marios Georgiou
m,2022 Varna World Challenge Cup,final,CYP,FX,13.35,Marios Georgiou
m,2022 Varna World Challenge Cup,qual,CYP,FX,14.05,Marios Georgiou
m,2022 Varna World Challenge Cup,qual,CYP,HB,14.45,Marios Georgiou
m,2022 Varna World Challenge Cup,final,CYP,HB,14.35,Marios Georgiou
m,2022 Varna World Challenge Cup,qual,CYP,PB,14.55,Marios Georgiou
m,2022 Varna World Challenge Cup,final,CYP,PB,14.85,Marios Georgiou
m,2022 Varna World Challenge Cup,qual,CYP,PH,13.5,Marios Georgiou
m,2022 Varna World Challenge Cup,final,CYP,PH,14.5,Marios Georgiou
m,2022 Varna World Challenge Cup,qual,CYP,SR,13.85,Marios Georgiou
m,2022 Varna World Challenge Cup,final,CYP,SR,13.75,Marios Georgiou
m,2022 Varna World Challenge Cup,qual,CYP,VT,13.85,Marios Georgiou
m,2022 Varna World Challenge Cup,final,CYP,VT,13.8,Marios Georgiou
m,2022 Varna World Challenge Cup,qual,CYP,VT,13.65,Marios Georgiou
m,2022 Varna World Challenge Cup,final,CYP,VT,13.5,Marios Georgiou
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,CYP,HB,13.233,Marios Georgiou
m,2023 Cairo World Cup,qual,CYP,HB,13.3,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,CYP,FX,13.05,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,FX,12.7,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,CYP,HB,13.55,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,final,CYP,HB,14.133,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,CYP,PB,14.25,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,final,CYP,PB,14.533,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,PB,14.35,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,CYP,PH,13.9,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,final,CYP,PH,13.166,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,PH,13.85,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,CYP,SR,13.35,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,SR,12.95,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,CYP,VT,13.65,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,AAqual,CYP,VT,14.15,Marios Georgiou
m,BIRMINGHAM 2022 Commonwealth Games,qual,CYP,HB,13.9,Marios Georgiou
w,2022 Winter Cup,AAfinal,USA,BB,12.65,Karis German
w,2022 Winter Cup,AAfinal,USA,FX,13.15,Karis German
w,2022 Winter Cup,AAfinal,USA,UB,12.9,Karis German
w,2022 Winter Cup,AAfinal,USA,VT,13.35,Karis German
w,EnBW DTB Pokal Team Challenge 2023,qual,NED,BB,11.25,Elisabeth Geurts
w,EnBW DTB Pokal Team Challenge 2023,qual,NED,FX,12.0,Elisabeth Geurts
w,EnBW DTB Pokal Team Challenge 2023,qual,NED,UB,13.1,Elisabeth Geurts
w,EnBW DTB Pokal Team Challenge 2023,qual,NED,VT,14.0,Elisabeth Geurts
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ROU,BB,12.433,Amalia Ghigoarta
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ROU,UB,12.6,Amalia Ghigoarta
w,2023 Senior European Championships,AAfinal,ROU,BB,12.9,Amalia Ghigoarta
w,2023 Senior European Championships,final,ROU,BB,12.9,Amalia Ghigoarta
w,2023 Senior European Championships,qual,ROU,BB,13.133,Amalia Ghigoarta
w,2023 Senior European Championships,AAfinal,ROU,FX,12.733,Amalia Ghigoarta
w,2023 Senior European Championships,qual,ROU,FX,12.4,Amalia Ghigoarta
w,2023 Senior European Championships,AAfinal,ROU,UB,9.266,Amalia Ghigoarta
w,2023 Senior European Championships,qual,ROU,UB,12.766,Amalia Ghigoarta
w,2023 Senior European Championships,AAfinal,ROU,VT,13.0,Amalia Ghigoarta
w,2023 Senior European Championships,qual,ROU,VT,13.133,Amalia Ghigoarta
m,2023 British Gymnastics Championships,qual,GBR,FX,12.2,Samuel Ghinn
m,2023 British Gymnastics Championships,final,GBR,HB,11.5,Samuel Ghinn
m,2023 British Gymnastics Championships,qual,GBR,HB,12.6,Samuel Ghinn
m,2023 British Gymnastics Championships,qual,GBR,PB,12.9,Samuel Ghinn
m,2023 British Gymnastics Championships,final,GBR,PH,9.0,Samuel Ghinn
m,2023 British Gymnastics Championships,qual,GBR,PH,12.65,Samuel Ghinn
m,2023 British Gymnastics Championships,qual,GBR,SR,12.5,Samuel Ghinn
m,2023 British Gymnastics Championships,qual,GBR,VT,13.2,Samuel Ghinn
m,2023 FISU World University Games,qual,ITA,FX,13.3,Lay Giannini
m,2023 FISU World University Games,AAfinal,ITA,FX,13.3,Lay Giannini
m,2023 FISU World University Games,qual,ITA,HB,13.5,Lay Giannini
m,2023 FISU World University Games,AAfinal,ITA,HB,13.6,Lay Giannini
m,2023 FISU World University Games,final,ITA,PB,12.933,Lay Giannini
m,2023 FISU World University Games,qual,ITA,PB,13.966,Lay Giannini
m,2023 FISU World University Games,AAfinal,ITA,PB,14.3,Lay Giannini
m,2023 FISU World University Games,qual,ITA,PH,12.8,Lay Giannini
m,2023 FISU World University Games,AAfinal,ITA,PH,12.8,Lay Giannini
m,2023 FISU World University Games,qual,ITA,SR,13.066,Lay Giannini
m,2023 FISU World University Games,AAfinal,ITA,SR,13.233,Lay Giannini
m,2023 FISU World University Games,AAfinal,ITA,VT,14.233,Lay Giannini
m,2023 FISU World University Games,qual,ITA,VT,13.433,Lay Giannini
m,EnBW DTB Pokal Team Challenge 2023,qual,ITA,FX,13.6,Lay Giannini
m,EnBW DTB Pokal Team Challenge 2023,qual,ITA,HB,13.1,Lay Giannini
m,EnBW DTB Pokal Team Challenge 2023,qual,ITA,PB,12.3,Lay Giannini
m,EnBW DTB Pokal Team Challenge 2023,qual,ITA,PH,12.55,Lay Giannini
m,EnBW DTB Pokal Team Challenge 2023,qual,ITA,VT,14.15,Lay Giannini
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,CRC,FX,12.4,Andrés Esteban Girón álvarez
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,CRC,HB,10.3,Andrés Esteban Girón álvarez
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,CRC,PB,11.767,Andrés Esteban Girón álvarez
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,CRC,PH,7.2,Andrés Esteban Girón álvarez
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,CRC,SR,10.767,Andrés Esteban Girón álvarez
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,CRC,VT,12.833,Andrés Esteban Girón álvarez
w,2022 Senior European Championships,qual,SUI,BB,11.3,Chiara Giubellini
w,2022 Senior European Championships,qual,SUI,FX,12.533,Chiara Giubellini
w,2022 Senior European Championships,qual,SUI,VT,12.8,Chiara Giubellini
w,2022 Senior European Championships,qual,SUI,VT,12.5,Chiara Giubellini
w,2023 Varna World Challenge Cup,qual,SUI,BB,10.266,Chiara Giubellini
w,2023 Varna World Challenge Cup,final,SUI,FX,12.166,Chiara Giubellini
w,2023 Varna World Challenge Cup,qual,SUI,FX,12.366,Chiara Giubellini
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,SUI,FX,13.866,Luca Giubellini
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,SUI,FX,12.033,Luca Giubellini
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,SUI,PH,11.433,Luca Giubellini
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,SUI,PH,13.166,Luca Giubellini
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,SUI,VT,14.433,Luca Giubellini
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,SUI,VT,14.366,Luca Giubellini
m,2023 Senior European Championships,qual,SUI,FX,13.066,Luca Giubellini
m,2023 Senior European Championships,qual,SUI,PH,13.866,Luca Giubellini
m,2023 Senior European Championships,final,SUI,VT,14.5,Luca Giubellini
m,2023 Senior European Championships,qual,SUI,VT,14.5,Luca Giubellini
m,2023 Senior European Championships,final,SUI,VT,13.9,Luca Giubellini
m,2023 Senior European Championships,qual,SUI,VT,14.233,Luca Giubellini
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GRE,SR,12.066,Stavros Gkinis
m,2022 Baku World Cup,qual,GRE,SR,12.5,Stavros Gkinis
m,2022 Cairo World Cup,qual,GRE,SR,13.466,Stavros Gkinis
m,2022 Cottbus World Cup,qual,GRE,SR,12.9,Stavros Gkinis
m,2022 Senior European Championships,qual,GRE,FX,12.666,Stavros Gkinis
m,2022 Senior European Championships,qual,GRE,HB,12.5,Stavros Gkinis
m,2022 Senior European Championships,qual,GRE,PB,13.066,Stavros Gkinis
m,2022 Senior European Championships,qual,GRE,PH,6.966,Stavros Gkinis
m,2022 Senior European Championships,qual,GRE,SR,13.1,Stavros Gkinis
m,2022 Senior European Championships,qual,GRE,VT,12.833,Stavros Gkinis
m,2023 FISU World University Games,qual,GRE,SR,12.666,Stavros Gkinis
w,2022 Baku World Cup,qual,GEO,BB,10.133,Ani Gobadze
w,2022 Baku World Cup,qual,GEO,FX,11.766,Ani Gobadze
w,2022 Osijek World Challenge Cup,qual,GEO,BB,11.2,Ani Gobadze
w,2022 Osijek World Challenge Cup,qual,GEO,FX,10.7,Ani Gobadze
w,2022 Osijek World Challenge Cup,qual,GEO,UB,11.066,Ani Gobadze
w,2022 Osijek World Challenge Cup,qual,GEO,VT,12.166,Ani Gobadze
w,2022 Osijek World Challenge Cup,qual,GEO,VT,12.533,Ani Gobadze
w,2022 Senior European Championships,qual,GEO,BB,10.033,Ani Gobadze
w,2022 Senior European Championships,qual,GEO,FX,10.166,Ani Gobadze
w,2022 Senior European Championships,qual,GEO,UB,9.433,Ani Gobadze
w,2022 Senior European Championships,qual,GEO,VT,11.366,Ani Gobadze
w,2023 Baku World Cup,qual,GEO,BB,10.566,Ani Gobadze
w,2023 Baku World Cup,qual,GEO,FX,9.766,Ani Gobadze
w,2023 Senior European Championships,qual,GEO,BB,8.7,Ani Gobadze
w,2023 Senior European Championships,qual,GEO,FX,10.933,Ani Gobadze
w,2023 Senior European Championships,qual,GEO,UB,9.466,Ani Gobadze
w,2023 Senior European Championships,qual,GEO,VT,12.166,Ani Gobadze
w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,AUS,BB,12.4,Georgia Godwin
w,2022 51st FIG Artistic Gymnastics World Championships,qual,AUS,BB,13.0,Georgia Godwin
w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,AUS,FX,13.033,Georgia Godwin
w,2022 51st FIG Artistic Gymnastics World Championships,qual,AUS,FX,12.933,Georgia Godwin
w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,AUS,UB,13.5,Georgia Godwin
w,2022 51st FIG Artistic Gymnastics World Championships,qual,AUS,UB,13.333,Georgia Godwin
w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,AUS,VT,13.766,Georgia Godwin
w,2022 51st FIG Artistic Gymnastics World Championships,qual,AUS,VT,13.6,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,AUS,BB,12.266,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,AUS,BB,13.133,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,AUS,FX,12.333,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,AUS,FX,12.766,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,AUS,UB,13.5,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,AUS,UB,13.666,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,AUS,VT,13.6,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,AUS,VT,13.633,Georgia Godwin
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,AUS,VT,12.933,Georgia Godwin
w,2023 Osijek World Challenge Cup,final,AUS,BB,13.9,Georgia Godwin
w,2023 Osijek World Challenge Cup,qual,AUS,BB,12.6,Georgia Godwin
w,2023 Osijek World Challenge Cup,qual,AUS,FX,13.833,Georgia Godwin
w,2023 Osijek World Challenge Cup,final,AUS,FX,13.4,Georgia Godwin
w,2023 Osijek World Challenge Cup,qual,AUS,UB,13.6,Georgia Godwin
w,2023 Osijek World Challenge Cup,final,AUS,UB,13.7,Georgia Godwin
w,2023 Osijek World Challenge Cup,final,AUS,VT,14.066,Georgia Godwin
w,2023 Osijek World Challenge Cup,qual,AUS,VT,14.033,Georgia Godwin
w,2023 Osijek World Challenge Cup,final,AUS,VT,12.6,Georgia Godwin
w,2023 Osijek World Challenge Cup,qual,AUS,VT,13.6,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,final,AUS,BB,12.633,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,qual,AUS,BB,13.733,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,final,AUS,FX,13.567,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,qual,AUS,FX,13.467,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,qual,AUS,UB,13.033,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,final,AUS,UB,12.867,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,final,AUS,VT,13.8,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,qual,AUS,VT,13.6,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,final,AUS,VT,12.6,Georgia Godwin
w,2023 Tel Aviv World Challenge Cup,qual,AUS,VT,12.567,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,AUS,BB,13.75,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,final,AUS,BB,13.433,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,qual,AUS,BB,13.6,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,AUS,FX,12.95,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,qual,AUS,FX,12.65,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,AUS,UB,13.55,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,final,AUS,UB,13.5,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,qual,AUS,UB,13.65,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,AUS,VT,13.3,Georgia Godwin
m,BIRMINGHAM 2022 Commonwealth Games,AAqual,AUS,VT,13.75,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,final,AUS,VT,13.7,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,qual,AUS,VT,13.75,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,final,AUS,VT,12.766,Georgia Godwin
w,BIRMINGHAM 2022 Commonwealth Games,qual,AUS,VT,12.7,Georgia Godwin
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,BRA,FX,11.167,Luisa Gomes maia
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,BRA,FX,12.833,Luisa Gomes maia
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,BRA,VT,12.0,Luisa Gomes maia
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,MEX,FX,14.0,Rodrigo Gomez
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,MEX,HB,12.366,Rodrigo Gomez
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,MEX,PB,10.3,Rodrigo Gomez
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,MEX,PH,10.066,Rodrigo Gomez
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,MEX,SR,12.433,Rodrigo Gomez
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,MEX,VT,12.966,Rodrigo Gomez
m,2023 Central American and Caribbean Games,final,MEX,FX,12.5,Rodrigo Gomez
m,2023 Central American and Caribbean Games,qual,MEX,FX,13.4,Rodrigo Gomez
m,2023 Central American and Caribbean Games,qual,MEX,HB,12.05,Rodrigo Gomez
m,2023 Central American and Caribbean Games,qual,MEX,PB,11.8,Rodrigo Gomez
m,2023 Central American and Caribbean Games,qual,MEX,PH,12.5,Rodrigo Gomez
m,2023 Central American and Caribbean Games,qual,MEX,SR,11.7,Rodrigo Gomez
m,2023 Central American and Caribbean Games,qual,MEX,VT,13.8,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,AAfinal,MEX,FX,13.433,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,final,MEX,FX,13.066,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,qual,MEX,FX,13.9,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,AAfinal,MEX,HB,12.4,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,qual,MEX,HB,12.433,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,AAfinal,MEX,PB,12.6,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,qual,MEX,PB,12.733,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,AAfinal,MEX,PH,12.566,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,qual,MEX,PH,13.133,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,AAfinal,MEX,SR,12.866,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,qual,MEX,SR,12.8,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,AAfinal,MEX,VT,13.866,Rodrigo Gomez
m,SANTIAGO 2023 XIX Pan American Games,qual,MEX,VT,13.8,Rodrigo Gomez
m,2022 51st FIG Artistic Gymnastics World Championships,qual,PER,FX,11.6,Edward Gonzales
m,2022 51st FIG Artistic Gymnastics World Championships,qual,PER,HB,11.033,Edward Gonzales
m,2022 51st FIG Artistic Gymnastics World Championships,qual,PER,PB,12.8,Edward Gonzales
m,2022 51st FIG Artistic Gymnastics World Championships,qual,PER,PH,12.566,Edward Gonzales
m,2022 51st FIG Artistic Gymnastics World Championships,qual,PER,SR,11.833,Edward Gonzales
m,2022 51st FIG Artistic Gymnastics World Championships,qual,PER,VT,13.7,Edward Gonzales
m,SANTIAGO 2023 XIX Pan American Games,qual,PER,FX,13.0,Edward Gonzales
m,SANTIAGO 2023 XIX Pan American Games,qual,PER,HB,12.533,Edward Gonzales
m,SANTIAGO 2023 XIX Pan American Games,qual,PER,PB,13.3,Edward Gonzales
m,SANTIAGO 2023 XIX Pan American Games,final,PER,PH,12.9,Edward Gonzales
m,SANTIAGO 2023 XIX Pan American Games,qual,PER,PH,13.233,Edward Gonzales
m,SANTIAGO 2023 XIX Pan American Games,qual,PER,SR,12.266,Edward Gonzales
m,SANTIAGO 2023 XIX Pan American Games,qual,PER,VT,13.8,Edward Gonzales
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,PER,FX,12.333,Edward Andre Gonzales rivas
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,PER,HB,9.967,Edward Andre Gonzales rivas
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,PER,PB,12.4,Edward Andre Gonzales rivas
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,PER,SR,12.767,Edward Andre Gonzales rivas
m,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,PER,VT,13.8,Edward Andre Gonzales rivas
m,2023 Winter Cup,AAfinal,USA,FX,13.45,Spencer Goodell
m,2023 Winter Cup,AAfinal,USA,PB,13.75,Spencer Goodell
w,2022 British Gymnastics Championships,qual,GBR,BB,10.4,Eilidh Gorrell
w,2022 British Gymnastics Championships,qual,GBR,FX,11.95,Eilidh Gorrell
w,2022 British Gymnastics Championships,qual,GBR,UB,11.0,Eilidh Gorrell
w,2022 British Gymnastics Championships,qual,GBR,VT,11.05,Eilidh Gorrell
w,2023 British Gymnastics Championships,qual,GBR,BB,11.2,Eilidh Gorrell
w,2023 British Gymnastics Championships,qual,GBR,FX,11.5,Eilidh Gorrell
w,2023 British Gymnastics Championships,qual,GBR,UB,11.6,Eilidh Gorrell
w,2023 British Gymnastics Championships,qual,GBR,VT,11.95,Eilidh Gorrell
w,BIRMINGHAM 2022 Commonwealth Games,qual,SCO,BB,11.35,Eilidh Gorrell
w,BIRMINGHAM 2022 Commonwealth Games,qual,SCO,FX,11.7,Eilidh Gorrell
w,BIRMINGHAM 2022 Commonwealth Games,qual,SCO,UB,10.75,Eilidh Gorrell
m,BIRMINGHAM 2022 Commonwealth Games,AAqual,SCO,VT,11.7,Eilidh Gorrell
m,2022 Mersin World Challenge Cup,qual,MEX,HB,11.0,Cesar Gracia
m,2023 Core Hydration Classic,AAfinal,USA,HB,11.9,Kristian Grahovski
m,2023 Core Hydration Classic,AAfinal,USA,PB,13.0,Kristian Grahovski
m,2023 Core Hydration Classic,AAfinal,USA,PH,12.45,Kristian Grahovski
m,2023 Core Hydration Classic,AAfinal,USA,SR,11.9,Kristian Grahovski
m,2023 FISU World University Games,qual,GRE,FX,12.1,Alkinoos Nikolaos Graikos
m,2023 FISU World University Games,qual,GRE,HB,11.633,Alkinoos Nikolaos Graikos
m,2023 FISU World University Games,qual,GRE,PB,12.533,Alkinoos Nikolaos Graikos
m,2023 FISU World University Games,qual,GRE,PH,12.566,Alkinoos Nikolaos Graikos
m,2023 FISU World University Games,qual,GRE,SR,12.133,Alkinoos Nikolaos Graikos
m,2023 FISU World University Games,qual,GRE,VT,13.633,Alkinoos Nikolaos Graikos
m,2023 Senior European Championships,qual,GRE,FX,11.833,Alkinoos Nikolaos Graikos
m,2023 Senior European Championships,qual,GRE,HB,11.866,Alkinoos Nikolaos Graikos
m,2023 Senior European Championships,qual,GRE,PH,12.1,Alkinoos Nikolaos Graikos
w,2023 Central American and Caribbean Games,AAfinal,ESA,BB,11.75,Alexa Grande
w,2023 Central American and Caribbean Games,final,ESA,BB,11.25,Alexa Grande
w,2023 Central American and Caribbean Games,qual,ESA,BB,12.0,Alexa Grande
w,2023 Central American and Caribbean Games,AAfinal,ESA,FX,11.8,Alexa Grande
w,2023 Central American and Caribbean Games,qual,ESA,FX,12.0,Alexa Grande
w,2023 Central American and Caribbean Games,AAfinal,ESA,UB,10.25,Alexa Grande
w,2023 Central American and Caribbean Games,qual,ESA,UB,10.3,Alexa Grande
w,2023 Central American and Caribbean Games,AAfinal,ESA,VT,12.7,Alexa Grande
w,2023 Central American and Caribbean Games,final,ESA,VT,12.9,Alexa Grande
w,2023 Central American and Caribbean Games,qual,ESA,VT,12.8,Alexa Grande
w,2023 Central American and Caribbean Games,final,ESA,VT,12.05,Alexa Grande
w,2023 Central American and Caribbean Games,qual,ESA,VT,12.0,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ESA,BB,11.333,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,qual,ESA,BB,11.1,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ESA,FX,11.966,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,qual,ESA,FX,11.966,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ESA,UB,10.7,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,qual,ESA,UB,10.8,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ESA,VT,12.533,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,qual,ESA,VT,12.533,Alexa Grande
w,SANTIAGO 2023 XIX Pan American Games,qual,ESA,VT,11.633,Alexa Grande
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,ESA,BB,11.333,Alexa Gabriela Grande franco
